19	50551
20	508818
21	128538
22	49993
27	25534
28	481529
29	468526
30	5091426
31	536865
32	1010778
33	1033182
34	1529054
35	946396
36	2614558
37	15477797
38	4495081
39	6926894
40	4062052
41	2720625
42	1943722
43	2794295
44	4676051
45	2024998
46	2431542
47	2415655
48	2159951
49	2783844
50	1840103
51	540600
52	990981
53	1520053
54	673280
55	1496016
56	2745622
57	616022
58	771478
59	1693777
60	2724828
61	1951438
62	189098
63	314741
64	235545
65	1084268
66	164957
67	57407
68	135342
69	100719
70	23487
71	57311
72	230299
73	1600550
74	113251
75	149396
76	449034
77	85488
78	172321
79	73019
80	96988
81	286501
82	1677884
83	1069933
84	878208
85	492686
86	1229407
87	831724
88	345007
89	133212
90	255992
91	465960
92	1113649
93	184211
94	261607
95	131439
96	44905
97	90769
98	14918
99	89025
100	56775
101	331912
102	187380
103	504142
104	726615
105	79432
106	58686
107	429797
108	85554
109	65454
110	18068
111	30426
112	41627
113	403733
114	102487
115	34844
116	102244
117	57668
118	87032
119	28418
120	9771
121	15358
122	7743
123	14369
124	129632
125	46682
126	28053
127	283554
128	179125
129	129223
130	37264
131	721712
132	696450
133	291891
134	100736
135	708645
136	94753
137	295507
138	3587
139	10129
140	106959
141	31333
142	203400
143	45798
145	9240
146	3195
147	8802
148	13776
149	9200
150	118131
151	11012
152	4509
153	3459
155	7356
156	9252
158	263474
159	5695
160	6496
161	3707
162	4939
163	2420
165	775
166	8334
167	7
168	31
170	4832
172	556
177	10318
178	712
179	1861
180	0
-179	2905
-178	0
-177	0
-176	0
-175	0
-174	0
-173	2536
-172	0
-171	1242
