75	274717
77	82509
80	340020
81	257671
82	68105
84	174828
85	280939
86	752237
87	1707001
88	139341
91	118721
93	137072
97	84769
98	195128
100	292373
101	1300138
102	1727411
103	2753971
104	6246032
105	2035016
106	7576570
107	1268957
108	6497420
109	2888183
110	4370162
111	5823295
112	10318507
113	17279964
114	18187009
115	7871505
116	20075252
117	13568041
118	9304042
119	9447694
120	13195694
121	21166746
122	4200728
123	9100222
124	2215729
125	4254061
126	7507491
127	826599
128	855624
129	1831316
130	2698352
131	873161
132	152433
