-137	1148
-135	20804
-133	4000
-130	14708
-128	29721
-127	10066
-126	3911
-125	73054
-124	61935
-123	2270079
-122	329463
-121	63719
-120	108248
-119	252858
-118	66431
-117	61836
-116	22578
-115	61726
-114	1093505
-113	1053834
-112	130116
-111	26307
-110	140010
-109	10761
-108	28505
-107	21068
-106	207084
-105	81819
-104	190584
-103	24306
-102	29596
-101	24225
-100	18364
-99	35848
-98	9343
-97	666117
-96	23280
-95	1562
-94	13075
-93	7931
-92	6924
-91	7490
-89	99336
-87	2060
-86	8822
-85	3115
-84	68816
-83	298673
-82	233029
-81	542126
-80	1180840
-79	5810540
-78	422710
-77	135928
-76	178829
-75	1059801
-74	206967
-73	3449253
-72	459608
-71	938148
-70	72547
-69	32404
-68	105140
-67	44793
-66	208394
-65	39641
-64	164277
-63	351818
-62	27343
-61	11892
-60	59160
-59	26755
-58	11422
-57	24483
-56	2779
-55	19446
-54	11354
-53	25559
-52	5459
