-179	2905
-178	1226
-176	5653
-175	2976
-174	1737
-173	7671
-172	23610
-171	94157
-169	1478
-165	3559
-161	6297
-159	24024
-158	141106
-157	535960
-156	70068
-155	43050
-152	6619
-151	37443
-150	5671
-149	484499
-147	43732
-139	1762
-137	1148
-135	29735
-134	32899
-133	4000
-131	7172
-130	14708
-128	29721
-127	10066
-126	3911
-125	73054
-124	150451
-123	2918643
-122	8913464
-121	4950384
-120	1223215
-119	2710904
-118	9226202
-117	10669606
-116	1529131
-115	2189388
-114	1918908
-113	1301296
-112	2883731
-111	3183664
-110	2172200
-109	577672
-108	775951
-107	951843
-106	4317613
-105	1980050
-104	3757251
-103	5974611
-102	3350588
-101	5144551
-100	7351325
-99	20915344
-98	9443597
-97	9744289
-96	6819689
-95	5414506
-94	3899182
-93	4824422
-92	3068217
-91	3069936
-90	9041994
-89	6105320
-88	6133240
-87	10309563
-86	7407720
-85	3327021
-84	6270746
-83	5878908
-82	5612917
-81	7543521
-80	11621044
-79	15518869
-78	6087788
-77	14654039
-76	11873194
-75	16645100
-74	25929139
-73	13138545
-72	9205207
-71	13475634
-70	12312456
-69	4822353
-68	5917073
-67	3349223
-66	7079589
-65	3207212
-64	4034286
-63	2420038
-62	1510229
-61	1369599
-60	4973899
-59	862959
-58	2273447
-57	4210822
-56	3244117
-55	1558694
-54	2816026
-53	1526804
-52	2467554
-51	7476828
-50	2957811
-49	8298561
-48	8282529
-47	10743977
-46	22586632
-45	3620228
-44	5481230
-43	17122054
-42	4212373
-41	4915601
-40	4436498
-39	2887884
-38	5738344
-37	2322121
-36	1506735
-35	5432558
-34	3476974
-28	11770
-27	27345
-25	133274
-24	13305
-23	131977
-22	37422
-21	149590
-20	7921
-19	280
-18	18576
-17	2868844
-16	2910628
-15	2234231
-14	256051
-13	3509308
-12	360483
-11	606706
-10	1287755
-9	3759496
-8	7813127
-7	5430588
-6	7135531
-5	7336610
-4	11000240
-3	12311485
-2	10261089
-1	16329905
0	24812047
1	5848628
2	17144116
3	23039489
4	18079267
5	15198938
6	17724567
7	22804759
8	23241114
9	17424385
10	16147203
11	13561308
12	14968611
13	19296342
14	12214352
15	16810506
16	10292359
17	7978801
18	17094895
19	10738139
20	9614005
21	10685047
22	7894807
23	12602586
24	9338020
25	9242582
26	11266262
27	17589704
28	27032131
29	12985539
30	17048202
31	23074026
32	20458373
33	7807090
34	9491583
35	12603496
36	12983869
37	22336590
38	11792520
39	18038528
40	5505690
41	4686366
42	3800363
43	5222815
44	16641671
45	7419465
46	9495861
47	6439226
48	7230061
49	6649175
50	5211148
51	6364264
52	3302021
53	2271624
54	2808535
55	4797175
56	3003478
57	3213692
58	2460214
59	4805891
60	3136183
61	2461072
62	672562
63	944385
64	463378
65	1976480
66	1107074
67	13663889
68	6537703
69	8656177
70	5293900
71	8370822
72	30016985
73	23861815
74	22697430
75	23024075
76	19959090
77	49200007
78	23641804
79	17089868
80	19764393
81	7563212
82	5672887
83	7860616
84	5300162
85	9683057
86	6858110
87	6818253
88	16911355
89	3914366
90	9936271
91	2888606
92	2405271
93	1108754
94	1655375
95	2573887
96	7059293
97	1628228
98	3885963
99	2498677
100	12694260
101	8474840
102	5499130
103	10674918
104	11084434
105	8154421
106	32276206
107	9307431
108	10259694
109	7234800
110	10937019
111	7362478
112	16590632
113	19310051
114	19481571
115	10434226
116	21754457
117	14876996
118	10324448
119	11763404
120	42073458
121	37176043
122	8633459
123	15698639
124	7159512
125	9037505
126	18423433
127	2135939
128	1470323
129	2993226
130	9444872
131	4115013
132	3613267
133	3802861
134	2791732
135	15142254
136	8048949
137	4776178
138	5004786
139	53955837
140	9545685
141	4404926
142	807695
143	584258
144	4213613
145	420095
146	435139
147	758933
148	151629
149	524604
150	630758
151	5137153
152	378902
153	2623280
155	54899
156	15407
158	263474
159	64696
160	12304
161	4829
162	4939
163	2420
164	19848
165	26929
166	169633
167	42949
168	92674
169	15530
170	128325
171	46019
172	437220
173	91755
174	1283444
175	390164
176	269143
177	42117
178	37938
179	1861
